text,date,retweets,favorites,negative,neutral,positive,compound
u have ur mum on snapchat omg,2018-02-25 13:49:12,0,0,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-25 13:49:09,0,0,0.0,0.75,0.25,0.6514
No hay vuelta atrás con el nuevo diseño de Snapchat http://bit.ly/2FuIEFV # altaDensidad,2018-02-25 13:49:09,0,0,0.18,0.82,0.0,-0.296
Just posted this on Snapchat to try and get people to check out my good pal @ JBizzleBeard as he is an excellent and hilarious dude! pic.twitter.com/9SE3TPgv9u,2018-02-25 13:49:07,1,4,0.0,0.706,0.294,0.8622
"No hay vuelta atrás con el nuevo diseño de Snapchat: Más de 1,2 millones dede usuarios de Snapchat han firmado una petición contra su nuevo diseño. La petición, disponible en http://Change.org  ha llamado la atención de la compañía. Por desgracia… http://dlvr.it/QHpT1n pic.twitter.com/j9ef13B4pq",2018-02-25 13:49:05,0,0,0.052,0.892,0.056,0.0516
Mais lol t’enenvoie automatiquement à tous mais personé sur Snapchat done rage pas mec si c’est l’heure où est-ce que toi tu veux dormir lol,2018-02-25 13:49:01,0,0,0.115,0.705,0.179,0.25
Why you snaking kmtpic.twitter.com/HSooihpbl5,2018-02-25 13:48:59,0,1,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-25 13:48:57,0,0,0.0,0.75,0.25,0.6514
What’s snapchat https://twitter.com/jeromebilll/status/967852021222199296 …,2018-02-25 13:48:56,0,0,0.0,1.0,0.0,0.0
*Posts “Ville bound” on story hoping that people blow up his snapchat*,2018-02-25 13:48:54,0,5,0.0,0.797,0.203,0.4215
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-25 13:48:54,0,0,0.0,0.75,0.25,0.6514
Résultat du 25/02 (jour) Pari Termine On encaisse et toi ? MERCÉ : # FDJ SNAPCHAT THEPANCHA # TeamParieur / # ParionsSportpic.twitter.com/G2yBz1QTft,2018-02-25 13:48:52,1,1,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-25 13:48:49,0,0,0.0,0.75,0.25,0.6514
I just don’t use it as much anymore because I don’t really have streaks to deal with That’s what happens when @ Snapchat doesn’t restore my streaks that were lost in the middle of the night https://twitter.com/jeromebilll/status/967852021222199296 …,2018-02-25 13:48:47,0,0,0.063,0.877,0.06,-0.0258
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-25 13:48:46,0,0,0.0,0.75,0.25,0.6514
"I'll just keep it on Snapchat, then...",2018-02-25 13:48:43,0,0,0.0,1.0,0.0,0.0
"I wanna update my Snapchat just to have the front,",2018-02-25 13:48:41,0,0,0.0,1.0,0.0,0.0
@ NyleDiMarco I read your name on Snapchat as smile dimarco instead of nyle and honestly I see no difference,2018-02-25 13:48:41,0,0,0.101,0.645,0.253,0.5106
Can he Snapchat himself in cuffs next?,2018-02-25 13:48:36,0,1,0.0,1.0,0.0,0.0
Thank you Snapchat for making me look extra hot yesterday pic.twitter.com/Do3XADkP58,2018-02-25 13:48:34,0,1,0.0,0.8,0.2,0.3612
Charlotte Lawrence via Snapchat: “HABSKSKSKSK EU NÃO CONSIGO ME LEVAR À SÉRIO. A MALDITA PISCADELA... QUEM EU ACHO EU SOU?” pic.twitter.com/XXRQppjdA0,2018-02-25 13:48:30,0,1,0.0,1.0,0.0,0.0
"Still got the old snapchat, superior",2018-02-25 13:48:29,0,0,0.0,0.588,0.412,0.5423
"Social media has effected me in ways that I sometimes miss things that are happening around me, I’m not as aware as I should be because I’m so focused on sending back the perfect Snapchat or text message. Almost like it’s blinding me or blocking me.",2018-02-25 13:48:28,0,0,0.08,0.743,0.177,0.7247
Deactivated my Facebook and Snapchat to focus more on what matters. I literally spend hours doing nothing but scrolling through when I could be exercising/doing something better for myself,2018-02-25 13:48:26,0,2,0.0,0.832,0.168,0.6164
This was helpful! There were a lot of things that I didnt know about Snapchat,2018-02-25 13:48:25,0,1,0.0,0.795,0.205,0.4753
uh mcfuckingnothing but ive seen stuff on snapchat the two times ive used it this year,2018-02-25 13:48:24,0,1,0.0,1.0,0.0,0.0
Shout out your Snapchat! And start sending them DMs,2018-02-25 13:48:19,0,0,0.0,1.0,0.0,0.0
@ LizzyWurst is the pick u out on Snapchat a spinning top with the string and u rap the string around the top of the spinning top and flick it ?,2018-02-25 13:48:14,0,0,0.0,0.81,0.19,0.5267
Sad that I haven’t seen @ Schofe Snapchat stories since February 13th,2018-02-25 13:48:13,0,0,0.256,0.744,0.0,-0.4767
@ Snapchat .,2018-02-25 13:48:10,0,0,0.0,1.0,0.0,0.0
¿Como vive la gente que no tiene Snapchat?!,2018-02-25 13:48:10,0,0,0.263,0.737,0.0,-0.3595
Still going strong without the shitty Snapchat update,2018-02-25 13:48:08,2,6,0.0,0.491,0.509,0.7371
Drop your Snapchat?.?.?.,2018-02-25 13:48:06,0,0,0.569,0.431,0.0,-0.3899
this is what caused snapchat stocks to plummet https://twitter.com/shutyourhell/status/967857756278370304 …,2018-02-25 13:48:06,0,6,0.0,1.0,0.0,0.0
this isn’t fair @ Snapchat https://twitter.com/safiy_al0799/status/967877798298882048 …,2018-02-25 13:48:06,1,2,0.0,0.635,0.365,0.3182
"J'aime une vidéo @ YouTube : ""Créer ses propres filtres snapchat de A à Z ! - Lens Studio"" à l'adresse http://youtu.be/GBmNyizVlb4?a .",2018-02-25 13:48:00,0,0,0.0,1.0,0.0,0.0
Ay sonunda Snapchat düzeldi de hikayeleri normal snapleşme bölümünden ayırdılar yoksa çıldırcaktım,2018-02-25 13:47:50,0,2,0.0,1.0,0.0,0.0
Niggas be having a car on Snapchat but not in person what filter is that?,2018-02-25 13:47:48,0,0,0.116,0.884,0.0,-0.1779
Drop your Snapchat .,2018-02-25 13:47:47,0,5,0.512,0.488,0.0,-0.2732
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-25 13:47:46,0,0,0.0,0.75,0.25,0.6514
"""Antes drogado que escuteiro "" ...em relação ao meu Snapchat hoje",2018-02-25 13:47:43,1,7,0.0,1.0,0.0,0.0
Aqui mi snap chat y si no eres fanatico no me sigan. Solo para fanaticos fieles subcriptores… https://www.instagram.com/p/BfoqJPdg4d4/,2018-02-25 13:47:41,0,0,0.227,0.773,0.0,-0.5267
mais c'est qui cette milla jasmine qui depuis hier pop sur mon ecran snapchat alors que j'ai rien demandé la,2018-02-25 13:47:35,0,1,0.0,1.0,0.0,0.0
"Tfw in the background of one of your snap stories you can hear someone talking about doing mushrooms, and then the next morning you realize that you have your manager on snapchat lmao",2018-02-25 13:47:32,0,1,0.0,0.891,0.109,0.5994
i forgot snapchat was a thing,2018-02-25 13:47:30,0,0,0.0,1.0,0.0,0.0
remember when snapchat didn’t have filters,2018-02-25 13:47:28,0,0,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-25 13:47:24,0,0,0.0,0.75,0.25,0.6514
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-25 13:47:22,0,0,0.0,0.75,0.25,0.6514
iPhone en charge + Snapchat ça fais pas bon feu,2018-02-25 13:47:21,0,0,0.0,1.0,0.0,0.0
What’s your snap chat? — I'll tell you in dms. https://curiouscat.me/SimbaShaz/post/336337171?1519595157 …,2018-02-25 13:47:16,0,2,0.0,1.0,0.0,0.0
"Once again, please post this to your twitter, snapchat, facebook etc... https://www.gofundme.com/ellas-familys-extra-medical-expence?pc=tw_u …",2018-02-25 13:47:16,0,0,0.0,0.827,0.173,0.3182
Snapchat really washed itself,2018-02-25 13:47:14,0,1,0.0,1.0,0.0,0.0
@ LoganBoud Snapchat stories is the one thing I look forward to when I open that app,2018-02-25 13:47:13,0,1,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-25 13:47:13,0,0,0.0,0.75,0.25,0.6514
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-25 13:47:09,0,0,0.0,0.75,0.25,0.6514
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-25 13:47:08,0,0,0.0,0.75,0.25,0.6514
"This new snapchat is so bad I’m debating deleting it all together, still don’t know how to even use the thing",2018-02-25 13:47:07,0,2,0.183,0.817,0.0,-0.6696
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-25 13:47:07,0,0,0.0,0.75,0.25,0.6514
Snapchat?,2018-02-25 13:47:03,0,0,0.0,1.0,0.0,0.0
The Snapchat updates still getting to me ngl pic.twitter.com/qLXNYAGpQr,2018-02-25 13:47:03,0,0,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-25 13:47:03,0,0,0.0,0.75,0.25,0.6514
like this if u wanna be added to my private snapchat story,2018-02-25 13:47:03,0,3,0.0,0.8,0.2,0.3612
"Hoy estoy bello, el que me tiene en snapchat sabe de lo que hablo",2018-02-25 13:47:02,0,0,0.0,1.0,0.0,0.0
remember when snapchat made you pay for filters,2018-02-25 13:47:02,0,0,0.167,0.833,0.0,-0.1027
أضفني على Snapchat! اسم المستخدم: ⁦abn_alwaleed⁩ https://www.snapchat.com/add/ ⁦abn_alwaleed⁩,2018-02-25 13:47:00,0,0,0.0,1.0,0.0,0.0
still hating new Snapchat. watching stories sucks,2018-02-25 13:46:58,0,3,0.537,0.463,0.0,-0.7003
"No, the ‘disappearing’ bit was a lie. Users don’t see the chat but the makers of snapchat were keeping all of the files. A very scary scam. Like I tell my kids, ‘everything on the internet is forever’. Someone will always be able to access everything you post.",2018-02-25 13:46:55,0,26,0.209,0.726,0.065,-0.8466
Next stop. He can Snapchat himself in cuffs.,2018-02-25 13:46:54,0,8,0.239,0.761,0.0,-0.296
when you open the snapchat to a nude she already sent the whole squad.. bissshhhh whaaattttt https://twitter.com/tommysobieski/status/967777324715388929 …,2018-02-25 13:46:48,0,0,0.0,1.0,0.0,0.0
These gifs on Snapchat are fucking mint,2018-02-25 13:46:48,0,0,0.0,1.0,0.0,0.0
I love having my mom on Snapchat she be hyping me up forreal & now that I’m grown she like my bestfriend,2018-02-25 13:46:47,0,1,0.0,0.729,0.271,0.7717
"FYI, my Snapchat story is gonna be filled and when I get home in a week, Facebook is gonna be blown up with pictures",2018-02-25 13:46:46,0,8,0.0,0.892,0.108,0.368
Não gostou do novo visual do Snapchat? Aprenda a voltar à versão anterior! http://ift.tt/2FuNXFc,2018-02-25 13:46:45,0,0,0.0,1.0,0.0,0.0
the world is gonna go to shit whenever they get rid of the heart crown filter on snapchat,2018-02-25 13:46:44,0,1,0.175,0.825,0.0,-0.5574
Okay wtf @ Snapchat @ Snap # scary # scarycat # snapchatupdate # Snapchat # wtf # possessed # ghost # horrorpic.twitter.com/clIbOHaGZ7,2018-02-25 13:46:39,0,0,0.595,0.318,0.086,-0.9042
Não gostou do novo visual do Snapchat? Aprenda a voltar à versão anterior! http://ift.tt/2FuNXFc,2018-02-25 13:46:38,0,0,0.0,1.0,0.0,0.0
Zuckerberg initiated the death of Snapchat though.,2018-02-25 13:46:34,0,0,0.394,0.606,0.0,-0.5994
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-25 13:46:33,0,0,0.0,0.75,0.25,0.6514
Snapchat filters and makeup all enhance the beauty that's already there - they don't create it! Xx,2018-02-25 13:46:33,0,0,0.091,0.703,0.206,0.507
"pic.twitter.com/r9P49h3q7E Boost your sales with AUTOMATED WEB TRAFFIC http://goo.gl/aVPs8G # SeoTools # AutomaticBlog # WebMarketing | The Content Marketing Weekly: Google, Snapchat and More | # UnitedKingdom",2018-02-25 13:46:33,0,1,0.0,0.881,0.119,0.4019
Não gostou do novo visual do Snapchat? Aprenda a voltar à versão anterior! https://www.carlostrentini.com.br/2018/02/25/nao-gostou-do-novo-visual-do-snapchat-aprenda-a-voltar-a-versao-anterior/ …pic.twitter.com/7uSTsrKXu9,2018-02-25 13:46:32,0,0,0.0,1.0,0.0,0.0
"SEND THIS TO YOUR FRIENDS PUT IT ON SNAPCHAT AND FACEBOOK: Românii! votați FELI TEXTUL ""08"" LA 1264 VĂ RUGĂM! Dacă doriți un rezultat bun, votați feli! # SelectiaNationala",2018-02-25 13:46:32,0,1,0.0,0.851,0.149,0.6917
"D ""شڪراً بـْ حّجم السمآء"" أتمنى أن تنال تغريداتي أعجابكم (رتويت لمآ يروقكم) أنستقرام Hashdoaa تأبعوا سنآب شآت Snapchat: Hashdoaa حساب مخصص للأذكار والأدعية وطرح الوظائف المشمولة للرجال والنساء ""رساله تلقائيه""",2018-02-25 13:46:30,0,0,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-25 13:46:28,0,0,0.0,0.75,0.25,0.6514
I’m bored of Snapchat conversations someone text me instead pls,2018-02-25 13:46:26,0,2,0.184,0.702,0.114,-0.2023
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-25 13:46:25,0,0,0.0,0.75,0.25,0.6514
"Tell that to snapchat mate, not me",2018-02-25 13:46:23,0,0,0.0,1.0,0.0,0.0
"Avant, on n'avait rien pour s'occuper pendant les dl puis il y a eu Snapchat",2018-02-25 13:46:22,0,1,0.0,1.0,0.0,0.0
Snapchat should have never made it this far - CNET http://ift.tt/2F13Mpx # SnapChat,2018-02-25 13:46:22,0,0,0.0,1.0,0.0,0.0
Man when ny snapchat stop fucking up i can get my videos i was off the shits,2018-02-25 13:46:17,0,0,0.29,0.71,0.0,-0.6486
I can’t wait for @ adiechops to open her snapchat,2018-02-25 13:46:17,0,0,0.0,1.0,0.0,0.0
one more debby ryan advertisement and i’m deleting snapchat for good,2018-02-25 13:46:15,4,17,0.0,0.775,0.225,0.4404
I posted this snapchat and @ moesqui5’s stupid ass is trying to tell me this is Mexican chocolatepic.twitter.com/RLrzgI63j3,2018-02-25 13:46:13,0,0,0.33,0.67,0.0,-0.7845
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-25 13:46:12,0,0,0.0,0.75,0.25,0.6514
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-25 13:46:11,0,0,0.0,0.75,0.25,0.6514
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-25 13:46:11,0,0,0.0,0.75,0.25,0.6514
Having a great time in Dubai Will be back on Wednesday. For more daily content follow me on my snapchat at: ibo_xq pic.twitter.com/IGHNuHNYsp,2018-02-25 13:46:09,0,0,0.0,0.837,0.163,0.6249
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-25 13:46:02,0,0,0.0,0.75,0.25,0.6514
Snapchat glo pic.twitter.com/yDhE6IuiyL,2018-02-25 13:46:02,0,0,0.0,1.0,0.0,0.0
"# tecnología: No hay vuelta atrás con el nuevo diseño de Snapchat - Más de 1,2 millones dede usuarios de Snapchat han firmado una petición contra su nuevo diseño. La petición, disponible en http://Change.org  ha llamado la atención de la compañ...http://ow.ly/kvK950gDbNx",2018-02-25 13:46:01,1,1,0.054,0.887,0.059,0.0516
did you see my Snapchat story. Read over it again,2018-02-25 13:46:01,0,0,0.0,1.0,0.0,0.0
Can you help me with your Snapchat id?,2018-02-25 13:46:00,0,0,0.0,0.722,0.278,0.4019
sorry if this is rude but the new snapchat update has really shown me just how little i care about what most people are doing,2018-02-25 13:45:57,0,13,0.112,0.75,0.138,0.404
I just pushed update on Snapchat. They’re never going back to the old format huh,2018-02-25 13:45:56,0,0,0.0,1.0,0.0,0.0
it looked really cute on your snapchat!,2018-02-25 13:45:56,0,0,0.0,0.626,0.374,0.5551
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-25 13:45:56,0,0,0.0,0.75,0.25,0.6514
DID U ACTUALLY SEND THAT TO A SNAPCHAT CREEP IM,2018-02-25 13:45:54,0,2,0.0,1.0,0.0,0.0
i dare you to snapchat someone you use to like and prank them saying u like them again — That’s just a bit cruel what if they might like me too and then that’s awkward if I don’t actuall... https://curiouscat.me/duaxliipa/post/336235767?1519595072 …,2018-02-25 13:45:52,0,0,0.123,0.706,0.171,0.2732
would love to meet the UX designer behind the death of @ snapchat,2018-02-25 13:45:49,0,0,0.215,0.552,0.232,0.0772
Why is snapchat PROPER keen for you to watch certain ppls stories? Idc what that boring pricks been up to huns,2018-02-25 13:45:48,0,2,0.163,0.659,0.178,0.1027
"D UserName شڪراً بـْ حّجم السمآء"" أتمنى أن تنال تغريداتي أعجابكم (رتويت لمآ يروقكم) أنستقرام Hashdoaa تأبعوا سنآب شآت Snapchat: Hashdoaa حساب مخصص للأذكار والأدعية وطرح الوظائف المشمولة للرجال والنساء ""رساله تلقائيه",2018-02-25 13:45:48,0,0,0.0,1.0,0.0,0.0
Hey!! I post... My daily’s to snapchat My recommendations to Vero My edits to Instagram My thoughts to twitter My family photos to Facebook You should follow me on them all and I expect you to see everything ok? I also think we need another social platform!!!!!,2018-02-25 13:45:48,0,11,0.0,0.927,0.073,0.5216
Siento que todas las personas que siguen usando snapchat huelen a tlacoyo,2018-02-25 13:45:48,1,3,0.0,1.0,0.0,0.0
When @ serenacatalanoo sends you a snapchat pic.twitter.com/DlmxWpiGFZ,2018-02-25 13:45:46,2,1,0.0,1.0,0.0,0.0
"Wow. Ja, wenn die das sagt muss ich Snapchat direkt wieder deinstallieren.",2018-02-25 13:45:45,0,1,0.22,0.565,0.215,-0.0258
Hast du dir den Artikel in Snapchat angeschaut? pic.twitter.com/LzG2mw49GX,2018-02-25 13:45:37,0,2,0.0,1.0,0.0,0.0
No hay vuelta atrás con el nuevo diseño de Snapchat https://goo.gl/fb/DteTmG,2018-02-25 13:45:34,0,0,0.18,0.82,0.0,-0.296
"Meet new people, chat, find your soulmate, flirt! http://bit.ly/1DHPjTk # chat # webcam # snapchat # videochat # chatvideopic.twitter.com/hF71qI1KjP",2018-02-25 13:45:32,0,0,0.0,0.756,0.244,0.636
Snapchat legend pic.twitter.com/8ObEAkqEsz,2018-02-25 13:45:31,0,1,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-25 13:45:28,0,0,0.0,0.75,0.25,0.6514
"deadass just got sent a dick pic and a video of someone wanking on snapchat,,,, that was disgusting and i hate life",2018-02-25 13:45:27,0,5,0.394,0.606,0.0,-0.886
"this kid on snapchat keeps saying they need to free the florida school shooter,,,,i've never blocked someone so fast pic.twitter.com/bRoDD5UnlZ",2018-02-25 13:45:24,0,6,0.0,0.779,0.221,0.6266
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-25 13:45:23,0,0,0.0,0.75,0.25,0.6514
Snapchat : SrhFct,2018-02-25 13:45:22,0,0,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-25 13:45:21,0,0,0.0,0.75,0.25,0.6514
cada vez que actualizo Snapchat se pone peorrrrrrrrr,2018-02-25 13:45:19,0,2,0.0,1.0,0.0,0.0
imsoshive: imsoshive: All bitches do is contour they nose and use the dog filter on snapchat Nvm she... https://tmblr.co/ZzJrOn2VXN23Z,2018-02-25 13:45:18,0,0,0.178,0.822,0.0,-0.5994
Dont have us on snapchat?! No problem!!! Screenshot & Add our snapchat bellow!!! pic.twitter.com/8PD6xTd1vW,2018-02-25 13:45:17,0,0,0.356,0.644,0.0,-0.7243
So # KylieJenner tweets about not liking the new # snapchat update and it loses £1.9 billion off market shares. Damn # OMG # KylieJenner,2018-02-25 13:45:13,0,0,0.274,0.643,0.083,-0.6197
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-25 13:45:10,0,0,0.0,0.75,0.25,0.6514
Has anyone figured out Snapchat yet or give a shit I think I'm about to delete mine or at least some of the people whose I bought & never send any anymore if I can figure out how to do that @ Snapchat Sucks!!!,2018-02-25 13:45:07,0,2,0.162,0.838,0.0,-0.7891
Add me on snapchat : ryanburemoh16 pic.twitter.com/17AS3n2NpW,2018-02-25 13:45:04,2,5,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-25 13:45:01,0,0,0.0,0.75,0.25,0.6514
So Snapchat is gonna keep making their update worse and worse Okay,2018-02-25 13:44:59,0,0,0.363,0.526,0.111,-0.6486
*puts in contacts just to use snapchat filters with glasses frames* pic.twitter.com/m9dBLuLjZG,2018-02-25 13:44:57,0,1,0.0,1.0,0.0,0.0
"Carlos Estrena el sensacional iPhoneX con el Plan Telcel Max Sin Límite 7000 con un pago inicial, el cual podrás financiar a 24 meses sin intereses. Por $799.00 al mes, podrás disfrutar de 10,000 MB para navegar y WhatsApp, Facebook, Twitter, Snapchat, Instagram, Uber,",2018-02-25 13:44:57,0,0,0.153,0.847,0.0,-0.802
# VIDEO // @ MaggieLindemann via Snapchat pic.twitter.com/pLt6pbN540,2018-02-25 13:44:55,0,1,0.0,1.0,0.0,0.0
"Also if you have me on Snapchat, there’s a high chance my story will be spammed by videos of it lmao",2018-02-25 13:44:51,0,1,0.0,0.753,0.247,0.7096
"Instagram: please put pictures back in chronological order. Twitter: I still go to my DMs every time I wanna go to my profile, please put it back in the bottom right corner. Snapchat: GET YOUR FUCKING SHIT TOGETHER.",2018-02-25 13:44:51,0,2,0.125,0.768,0.107,-0.4135
@ Snapchat … https://twitter.com/safiy_al0799/status/967877798298882048 …,2018-02-25 13:44:50,1,1,0.0,1.0,0.0,0.0
Do people take selfie's without using Snapchat anymore or do y'all just have hearts floating above your cartoon head all the time??,2018-02-25 13:44:50,0,4,0.0,1.0,0.0,0.0
So imma binge the heck outta it later and try and pull an all nighter like the wee tough lad I used to be rather than sleeping at like 1:30 I might just do a check up every hour on Snapchat just cos of the 24 hour feature and then just post the stupid updates on here in one tweet,2018-02-25 13:44:50,0,1,0.078,0.843,0.079,0.0258
Snap Inc. : Remove the new Snapchat Update - Sign the Petition! http://chn.ge/2BRI59x  via @ Change,2018-02-25 13:44:49,0,0,0.0,1.0,0.0,0.0
"FELI IS CATCHING UP EVERYONE SEND THIS TO YOUR FRIENDS PUT IT ON SNAP CHAT Românii! votați FELI TEXTUL ""08"" LA 1264 VĂ RUGĂM! Dacă doriți un rezultat bun, votați feli! # SelectiaNationala # SelectiaNationala",2018-02-25 13:44:45,3,4,0.0,0.872,0.128,0.6917
Snapchat is so slow now,2018-02-25 13:44:42,0,1,0.0,1.0,0.0,0.0
How y’all get the old Snapchat back ?,2018-02-25 13:44:36,0,0,0.0,1.0,0.0,0.0
"SNAPCHAT, NONONONO.",2018-02-25 13:44:36,0,0,0.0,1.0,0.0,0.0
YES RIO I DO USE SNAPCHAT FILTERS BECAUSE IM UGLY BUT I HATE SNAPCHAT SO I DONT LOOK AT ANYTHING ON IT,2018-02-25 13:44:34,0,2,0.287,0.639,0.074,-0.7469
"snapchat, but dark",2018-02-25 13:44:33,0,0,0.0,1.0,0.0,0.0
"Everytime I go on snapchat I keep realising how much I dislike it, with a passion.",2018-02-25 13:44:32,0,1,0.167,0.641,0.192,0.1027
@ Snapchat any chance sorting this ballax out,2018-02-25 13:44:31,0,0,0.0,0.75,0.25,0.25
don’t even like snapchat anymore,2018-02-25 13:44:30,2,1,0.0,0.615,0.385,0.3612
Snapchat lost 1.3 billion dollars just because Kylie Jenner tweeted that she doesn’t open it anymore. Lol damn,2018-02-25 13:44:23,0,3,0.219,0.658,0.123,-0.296
I like the stage in a relationship when you can be ugly on Snapchat,2018-02-25 13:44:22,0,2,0.209,0.633,0.158,-0.2023
People talking about Cheryl and Liam but they forget about all the important stuff happening under their very nose... Why are we not allowed to edit tweets and why can't we change our public snapchat name? I need answers @ POTUS,2018-02-25 13:44:22,0,0,0.057,0.89,0.053,-0.0387
Snapchat users?!,2018-02-25 13:44:22,0,0,0.0,1.0,0.0,0.0
"Pissed me right off that snapchat have taken away the fact that you could slide the chat over slightly and see what a person said, can’t avoid any messages now",2018-02-25 13:44:22,0,2,0.192,0.808,0.0,-0.7506
Kylie Jenner Coos Over Baby Stormi in New Snapchat Video https://buzznews.co.uk/celebrities/kylie-jenner-coos-over-baby-stormi-in-new-snapchat-video/ …,2018-02-25 13:44:21,0,0,0.0,1.0,0.0,0.0
this is one of my pet peeves along with when people send the same snap to everyone on their Snapchat https://twitter.com/rickrush94/status/967575847958994944 …,2018-02-25 13:44:18,0,1,0.0,1.0,0.0,0.0
New premium Snapchat packages *does not affect those who have already purchased* pic.twitter.com/vksUJU3onI,2018-02-25 13:44:17,0,0,0.0,1.0,0.0,0.0
Não gostou do novo visual do Snapchat? Aprenda a voltar à versão anterior! http://ift.tt/2FuNXFc,2018-02-25 13:44:17,0,0,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-25 13:44:17,0,0,0.0,0.75,0.25,0.6514
"my snapchat is full of couples tonight, how depressing, someone love me pls x",2018-02-25 13:44:12,0,1,0.144,0.552,0.304,0.4404
"snapchat so ugly, i dont wanna watch anyone’s stories anymore https://twitter.com/angeiiques/status/967163505043386368 …",2018-02-25 13:44:12,0,1,0.285,0.715,0.0,-0.5563
Não gostou do novo visual do Snapchat? Aprenda a voltar à versão anterior! http://ift.tt/2FuNXFc,2018-02-25 13:44:11,0,0,0.0,1.0,0.0,0.0
Não gostou do novo visual do Snapchat? Aprenda a voltar à versão anterior! http://ift.tt/2FuNXFc,2018-02-25 13:44:11,0,0,0.0,1.0,0.0,0.0
Got him good on Snapchat the other night he was knocked out,2018-02-25 13:44:10,0,0,0.0,0.791,0.209,0.4404
Não gostou do novo visual do Snapchat? Aprenda a voltar à versão anterior! http://dlvr.it/QHpS7Q pic.twitter.com/XxbayMXdxU,2018-02-25 13:44:09,0,0,0.0,1.0,0.0,0.0
I started a nudes group chat on Snapchat... so yeah that’s life right now,2018-02-25 13:44:06,0,2,0.0,0.793,0.207,0.4341
Não gostou do novo visual do Snapchat? Aprenda a voltar à versão anterior! http://dlvr.it/QHpRz0 pic.twitter.com/3rkw1iNFaE,2018-02-25 13:44:06,0,0,0.0,1.0,0.0,0.0
