text,date,retweets,favorites,negative,neutral,positive,compound
Snapchat is basically worthless if its that fragile.,2018-02-23 15:17:38,0,1,0.293,0.707,0.0,-0.4404
Snapchat auto updated today and I’ve had the old update for so long,2018-02-23 15:17:37,0,2,0.0,1.0,0.0,0.0
Ya das hueva snapchat,2018-02-23 15:17:37,0,1,0.0,1.0,0.0,0.0
Wtf my Snapchat just updated,2018-02-23 15:17:37,0,2,0.487,0.513,0.0,-0.5859
Snapchat updated itself without my say so and I’m fucking lost. I think this is how my Gran felt when I tried to explain whatsapp to her.,2018-02-23 15:17:33,0,3,0.098,0.902,0.0,-0.3804
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:17:30,0,0,0.0,0.75,0.25,0.6514
Snapchat done updated again,2018-02-23 15:17:30,0,0,0.0,1.0,0.0,0.0
can snapchat change to the way it was before then ??? https://twitter.com/popcrave/status/967061284146630658 …,2018-02-23 15:17:28,1,2,0.0,1.0,0.0,0.0
what is this just give us the old snapchat back pic.twitter.com/XIFB2Zc3l4,2018-02-23 15:17:26,0,2,0.0,1.0,0.0,0.0
Snapchat is officially trash for recommending Laura Lee’s story to me lmao,2018-02-23 15:17:24,0,0,0.0,0.738,0.262,0.5994
Find it so weird when boys Snapchat their girlfriends half naked with their bums out or smth why would u want everyone to see everything,2018-02-23 15:17:24,0,0,0.088,0.861,0.051,-0.2362
"Snapchat by Snap, Inc. https://itunes.apple.com/sa/app/snapchat/id447188370?mt=8 …",2018-02-23 15:17:21,0,0,0.0,1.0,0.0,0.0
Very annoying yes,2018-02-23 15:17:20,0,1,0.429,0.143,0.427,-0.0038
"Threats to schools via Facebook were spread using Snapchat and other media, leading to increased security at Woodburn and Gervais schools today. pic.twitter.com/mGYEWJdK5q",2018-02-23 15:17:18,2,3,0.103,0.733,0.165,0.1779
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:17:15,0,0,0.0,0.75,0.25,0.6514
Finally they did something about snapchat,2018-02-23 15:17:13,0,0,0.0,1.0,0.0,0.0
My all time favorite Snapchat filter pic.twitter.com/F5hsvZVh51,2018-02-23 15:17:13,0,0,0.0,0.667,0.333,0.4588
It was a poor explanation not gonna lie!,2018-02-23 15:17:12,0,0,0.361,0.639,0.0,-0.5255
i hate snapchat,2018-02-23 15:17:12,0,0,0.787,0.213,0.0,-0.5719
Snapchat Is Reaching Beyond The App http://techcheckdaily.net/2018/02/13/snapchat-is-reaching-beyond-the-app/ …pic.twitter.com/1cvr5b4hOp,2018-02-23 15:17:09,0,0,0.0,0.735,0.265,0.2023
"Jonah, you need SnapChat!",2018-02-23 15:17:08,0,1,0.0,1.0,0.0,0.0
"Okay, so the new Snapchat update is terrible. But what’s worse, is that Kylie Jenner can say “I don’t use Snapchat anymore” and cause the company to lose $1.3B in one day. It is fairly clear that fundamentals are shifting. https://twitter.com/cnnmoney/status/967157621592600577 …",2018-02-23 15:17:07,0,2,0.18,0.729,0.091,-0.6597
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:17:06,0,0,0.0,0.75,0.25,0.6514
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:17:06,0,0,0.0,0.75,0.25,0.6514
"I hate the new snapchat update so much, I came back to twitter.",2018-02-23 15:17:05,0,1,0.27,0.73,0.0,-0.5719
MY SNAPCHAT UPDATED NOOOOOOOOOO,2018-02-23 15:17:03,0,4,0.0,1.0,0.0,0.0
SnapChat should sue Kylie Jenner.,2018-02-23 15:17:02,0,0,0.0,1.0,0.0,0.0
Snapchat finally fixed the mess they made.,2018-02-23 15:17:02,0,5,0.294,0.706,0.0,-0.3612
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:16:59,0,0,0.0,0.75,0.25,0.6514
My freakin snapchat updated,2018-02-23 15:16:57,0,2,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:16:56,0,0,0.0,0.75,0.25,0.6514
I anparry gripp rain upon me thru my snapchat when I see that two of my exes are hanging out,2018-02-23 15:16:55,0,0,0.0,1.0,0.0,0.0
My 4 year old sister took my moms phone and sent me the following Snapchat pic.twitter.com/AipQQcUkDS,2018-02-23 15:16:55,6,13,0.0,1.0,0.0,0.0
Jaaa snapchat... seit dem neuen update schauen nur noch die hälfte von den leuten meine story an weil die leute die mir folgen nicht merken dass ich etwas hochgeladen habe nur weil snapchat so scheiß unübersichtlich geworden ist,2018-02-23 15:16:53,0,1,0.251,0.749,0.0,-0.9136
This snapchat update sucks,2018-02-23 15:16:50,0,2,0.455,0.545,0.0,-0.3612
Every time Snapchat updates itself it gets worse like please give us back the old update,2018-02-23 15:16:47,0,0,0.148,0.622,0.23,0.1779
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:16:46,0,0,0.0,0.75,0.25,0.6514
That moment when someone breaks the extra long snapchat streak you had going on. But why? # UtterDisappointment,2018-02-23 15:16:43,0,0,0.0,1.0,0.0,0.0
just learned that some ppl message you on snapchat instead of texting so they get read receipts and honestly i want to perish,2018-02-23 15:16:43,0,3,0.0,0.823,0.177,0.5106
"Yes, I had to... # ISeeYouBoo # Shoosh # Snapchat # Filters # Facts # IJS # NoFcksGiven… https://www.instagram.com/p/Bd3RxWFh19d/",2018-02-23 15:16:42,0,0,0.0,0.637,0.363,0.6289
# SC| Dinah en su historia de Snapchat pic.twitter.com/v7L855dXfs,2018-02-23 15:16:42,1,5,0.0,1.0,0.0,0.0
I was on the University snap chat today and I appeared briefly on the local news. All business inquiries can be sent to my dms.,2018-02-23 15:16:36,0,2,0.0,1.0,0.0,0.0
Yes!,2018-02-23 15:16:34,0,0,0.0,0.0,1.0,0.4574
Berryhill Schools locked down all campuses over Snapchat threat on Friday: http://youtu.be/FZHeOkMWPBQ?a  via @ YouTube,2018-02-23 15:16:32,0,0,0.207,0.793,0.0,-0.5267
The amount of times I keep deleting my stupid caption every snap I make is ridiculous. I hate snapchat :)),2018-02-23 15:16:32,0,0,0.407,0.593,0.0,-0.8625
Add me on Snapchat! Username: aelderaa4 https://www.snapchat.com/add/aelderaa4,2018-02-23 15:16:32,0,0,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:16:30,0,0,0.0,0.75,0.25,0.6514
"I still press on the now ""discover"" tab on Snapchat when I want to see peoples stories just to find out they're not there anymore and it pisses me off...",2018-02-23 15:16:28,0,0,0.081,0.875,0.044,-0.2732
I'll Snapchat you x,2018-02-23 15:16:27,0,0,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:16:26,0,0,0.0,0.75,0.25,0.6514
And just like that my Snapchat has updated. I think I might be the last person to get the update,2018-02-23 15:16:25,0,1,0.0,0.872,0.128,0.3612
I cannot stand when people put on Snapchat stories things like ‘falling for people I shouldn’t’ as it’s like an indirect fucking Snapchat to someone that will see it ... aaaand delete,2018-02-23 15:16:22,0,2,0.0,0.848,0.152,0.6124
Ha ha,2018-02-23 15:16:22,0,0,0.0,0.0,1.0,0.5859
Remember when Snapchat would turn off the music you were playing when you opened the app?? I’d take that version over this one any day,2018-02-23 15:16:14,0,0,0.0,0.917,0.083,0.2869
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:16:14,0,0,0.0,0.75,0.25,0.6514
# SC| Dinah en su historia de Snapchat pic.twitter.com/LJrp1vxV2g,2018-02-23 15:16:11,1,4,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:16:07,0,0,0.0,0.75,0.25,0.6514
they’ve changed Snapchat again,2018-02-23 15:16:07,0,0,0.0,1.0,0.0,0.0
My sister said my bitmoji on Snapchat looks just like me. pic.twitter.com/R8CyJEcas0,2018-02-23 15:16:06,0,18,0.0,0.815,0.185,0.3612
I signed up for Snapchat. One of these days maybe i'll even send a Snap.,2018-02-23 15:16:05,0,0,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:16:04,0,0,0.0,0.75,0.25,0.6514
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:16:03,0,0,0.0,0.75,0.25,0.6514
Add me on Snap - kseniass01 # hooker # sextalk # lace # snapchat # random # selfshot # xxx # dm # women # tradenudes # ebony # nike # cock # lesbian # blowjob # wetpussy # fuckme # realgirl # StarWars # creampie # sunset # throat # erotic # cumtribute # swingers # skypefun # boobs # booty # mastrubate,2018-02-23 15:16:02,0,2,0.046,0.954,0.0,-0.1531
@ Snapchat the update sucks! Figure your crap out and change it back,2018-02-23 15:15:59,0,0,0.35,0.65,0.0,-0.6588
Plastic surgeon says patients are asking to look like their Snapchat-filtered selfies: At… https://goo.gl/fb/j3bcQi,2018-02-23 15:15:57,0,0,0.0,0.839,0.161,0.3612
New Snapchat name dschwalbe94,2018-02-23 15:15:57,0,0,0.0,1.0,0.0,0.0
so this is what your snapchat story was about... i totally get it now https://twitter.com/charlagbutler/status/967171962631049216 …,2018-02-23 15:15:56,0,1,0.0,1.0,0.0,0.0
My Snapchat be soooo dry now,2018-02-23 15:15:54,1,0,0.0,1.0,0.0,0.0
I just got a Snapchat notification and got so scared,2018-02-23 15:15:53,0,2,0.348,0.652,0.0,-0.5777
Actual can’t wake up from a night out without new people on Snapchat :),2018-02-23 15:15:50,0,5,0.0,0.8,0.2,0.4588
So I just found out that Snapchat lost 1.3 billion after Kylie Jenner tweeted about how she doesn't get on anymore...,2018-02-23 15:15:50,0,2,0.108,0.892,0.0,-0.3182
About to quit snapchat. Been putting up with this update long enough. @ Snapchat,2018-02-23 15:15:50,0,1,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:15:49,0,0,0.0,0.75,0.25,0.6514
"@ VZWSupport With Familybase, we just paired our daughter's phone today, and it is now blocking Instagram and Snapchat (even though I specifically enabled those).",2018-02-23 15:15:49,0,0,0.106,0.894,0.0,-0.3818
@ snapchat ever scince the major update I find myself using # Snapchat less and less. And I think this is # Vine all over again.,2018-02-23 15:15:48,0,0,0.0,1.0,0.0,0.0
Otra malísima actualización de Snapchat?basta voy a matar a alguien,2018-02-23 15:15:45,0,0,0.0,1.0,0.0,0.0
This new @ Snapchat software is total shit. About the only time I’ve ever agreed with a Kardashian.,2018-02-23 15:15:43,1,3,0.183,0.711,0.107,-0.3612
Not going to lie... Snapchat is dead to me now...! Biggest mistake they ever made that upgrade # snapchatupdate # goodbyesnapchat,2018-02-23 15:15:43,0,7,0.291,0.709,0.0,-0.7901
"Con un solo tuit, Kylie Jenner hizo perder millones a Snapchat ¿Por? http://ow.ly/SzJG50gC1f0",2018-02-23 15:15:43,0,1,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:15:42,0,0,0.0,0.75,0.25,0.6514
Fuck Snapchat hmu on kik,2018-02-23 15:15:41,2,6,0.467,0.533,0.0,-0.5423
Snapchat. liRyan2 . Instagram li Rya Brwon Twitter. LiRyan Brwo Facebook li Ryan Brwon Officiel . Abonnés vous pic.twitter.com/qBPbGkZOe5,2018-02-23 15:15:40,0,0,0.0,1.0,0.0,0.0
I completed a media degree and I still get caught out singing the wrong words to songs on my own snapchat,2018-02-23 15:15:35,0,2,0.154,0.846,0.0,-0.4767
"My Snapchat just updated after I turned auto-updates off, and I have never felt more betrayed...",2018-02-23 15:15:35,0,6,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:15:35,0,0,0.0,0.75,0.25,0.6514
LIFE HACK: if you don’t want to open a snapchat message but want a preview just do a little sneaky side swipe™ (SSS) to the middle of the chat and you can read without opening it.,2018-02-23 15:15:34,0,0,0.055,0.869,0.075,-0.0799
"Hola soy un chico italiano, hablamos en Snapchat? — no tengo snapchat parce :p http://l.ask.fm/igoto/45DKECN75V62DDAUPY6IQO6L6GEBDLAPSDZ5FANTBLS3P6524AR5IPYNOYNNOETMCTZKSVCCLRWD4V2QQZ63ALPVHC3PPTRBUUMCVESSC5YDKI5ND2FAKPXKSC27RZDZQ2TLGEQE4WKCHKFDL6MAM6DU7HMWZ5EP7WKQW=== …",2018-02-23 15:15:33,0,0,0.128,0.756,0.116,-0.0516
"Con un solo tuit, Kylie Jenner hizo perder millones a Snapchat ¿Por? http://ow.ly/w5NF50gC1lQ",2018-02-23 15:15:32,0,0,0.0,1.0,0.0,0.0
Snapchat updated it’s update and UPDATE: still a piece of fucking shit,2018-02-23 15:15:31,0,1,0.28,0.72,0.0,-0.5984
Why the initial excitement around Snapchat Spectacles hasn’t yet translated into market performance. https://www.jamasoftware.com/blog/learn-snapchat-spectacles/?utm_medium=social&utm_source=twitter …,2018-02-23 15:15:31,0,1,0.0,0.802,0.198,0.4939
Snapchat updated itself bc i update my phoen. Ive literally put it off since hearing about how shit thw update is. Would anything else like to go wrong today? Excuse me while I go lose my mind & cry a little,2018-02-23 15:15:30,0,0,0.264,0.655,0.08,-0.8658
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:15:30,0,0,0.0,0.75,0.25,0.6514
Chloe just found an absolute belter of a video on aviemore snapchat map ahahahhahahaha,2018-02-23 15:15:29,0,2,0.0,1.0,0.0,0.0
"Con un solo tuit, Kylie Jenner hizo perder millones a Snapchat ¿Por? http://ow.ly/VKR650gC1jx",2018-02-23 15:15:26,0,0,0.0,1.0,0.0,0.0
How many times will my mom screen capture people’s Instagram and Snapchat stories to send to me even though I tell her every time they can see that she did it.,2018-02-23 15:15:25,0,9,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:15:25,0,0,0.0,0.75,0.25,0.6514
MY GROUPCHAT ON SNAPCHAT IS PLAYING ME SO DIRTY BY SENDING AWFUL STICKERS OF ME pic.twitter.com/Darzopqvnv,2018-02-23 15:15:24,0,0,0.351,0.543,0.106,-0.782
"Con un solo tuit, Kylie Jenner hizo perder millones a Snapchat ¿Por? http://ow.ly/Py7J50gC19N",2018-02-23 15:15:21,0,0,0.0,1.0,0.0,0.0
"Part 2 of Snapchat Q&A!! Also maybe some more challenge-type videos would be fun! Yoga challenge, boyfriend vs. best friend, etc",2018-02-23 15:15:14,0,3,0.0,0.554,0.446,0.9165
I'm in love with @ SnapChat so Follow me there: Mandi.Mellen with # acting # fitness and # LosAngeles Party time!,2018-02-23 15:15:12,0,0,0.0,0.601,0.399,0.8516
Snapchat a encore changé,2018-02-23 15:15:12,0,0,0.0,1.0,0.0,0.0
Add me on Snapchat! Username: kinggleek1017 https://www.snapchat.com/add/kinggleek1017 …,2018-02-23 15:15:12,0,0,0.0,1.0,0.0,0.0
"Lunar New Year Celebration! Join CTCA for a year-of-the-dog party with food, dog petting, dancing and more on Feb. 25: http://ow.ly/oFD230ivWA1  Can't make it? Follow the fun @ willamette_u on @ Snapchat # willametteU # willametteUniversity # yearofthedog @ TravelSalem @ pressplaysalem",2018-02-23 15:15:12,0,4,0.0,0.785,0.215,0.8172
So when is Snapchat going to change back,2018-02-23 15:15:12,0,1,0.0,1.0,0.0,0.0
Snapchat Now Supports Animated GIFs from GIPHY by @ MattGSouthern http://dlvr.it/QHbYLL # News # Snapchat # Social_Mediapic.twitter.com/1A5k6lGXbd,2018-02-23 15:15:11,0,0,0.0,0.828,0.172,0.3612
rip to the new old Snapchat update x,2018-02-23 15:15:10,0,0,0.0,1.0,0.0,0.0
"Snapchat c’est devenu l’avion de Fortnite, tout le monde saute. A chaque mise à jour le cercle se rétrécit",2018-02-23 15:15:08,1,2,0.081,0.919,0.0,-0.128
Snapchat parent’s stock plummets after Kylie Jenner tweet,2018-02-23 15:15:08,0,0,0.0,1.0,0.0,0.0
Snapchat parent’s stock plummets after Kylie Jenner tweet,2018-02-23 15:15:06,0,0,0.0,1.0,0.0,0.0
What a mistake that was putting my Snapchat on here u nasty ass creeps sending me pics on urselves naked with ur dicks out if I say add me on snap it means be cool don't be creepy perverts,2018-02-23 15:15:04,0,0,0.207,0.676,0.117,-0.6283
I moved to Snapchat,2018-02-23 15:15:04,0,1,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:15:04,0,0,0.0,0.75,0.25,0.6514
@ snapchatsupport @ Snapchat # SNAPCHAT’s way of “empowering” the update just made it worse!! Now I can’t even open conversations but swiping right!! I hv to tap through ever pic / video that was sent!! ’s annoying!! Just take it back to the way it was!!,2018-02-23 15:15:04,0,0,0.148,0.852,0.0,-0.7762
Thanks snapchat for reminding me how alone I am pic.twitter.com/GHJb6E3aLH,2018-02-23 15:15:01,0,12,0.168,0.588,0.244,0.2263
@ Snapchat your update is so bad change this,2018-02-23 15:15:00,0,0,0.391,0.609,0.0,-0.6696
hey anyone wanna see videos of me pretending to be a meerkat being interviewed from snapchat,2018-02-23 15:14:59,0,0,0.0,0.909,0.091,0.1027
Snapchat really need to include a “report for dangerous driving” option for the complete fannies that just HAVE to show you then driving,2018-02-23 15:14:59,0,2,0.129,0.871,0.0,-0.4767
big mood coming from snapchat pic.twitter.com/CYTHWGjEDP,2018-02-23 15:14:55,0,0,0.0,1.0,0.0,0.0
She said on Snapchat she’d announce all the details and stuff on Monday I believe,2018-02-23 15:14:51,0,4,0.0,1.0,0.0,0.0
Snapchat has a new thing that lets you search gifs and put them on the pictures.. I searched for 5SOS and i was not disappointed pic.twitter.com/yuronYkgjw,2018-02-23 15:14:50,0,0,0.0,0.896,0.104,0.3724
Why do people message through @ Snapchat. Why don't you just use text message?,2018-02-23 15:14:50,0,0,0.0,1.0,0.0,0.0
Thank you snapchat for that update was defintely needed @ Snapchat,2018-02-23 15:14:48,0,1,0.0,0.783,0.217,0.3612
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:14:47,0,0,0.0,0.75,0.25,0.6514
can y'all add me on snapchat?(it's hannagrande25),2018-02-23 15:14:44,0,1,0.0,1.0,0.0,0.0
@ KarlTowns I see you put Dragonball Super on your Snapchat. I hope you caught up with the series,2018-02-23 15:14:43,0,0,0.0,0.673,0.327,0.7783
حمل الاصداار الجديد 2018 من سنااااب عثمان Snapchat 2018 محدث للغة العربية “سناب بلس” رابــط للايفون >>> http://goo.gl/JrfrxT  مـــع الشـــــرح بالفيديـــــــو// راااابــط الجالكسي >>>http://goo.gl/n4rZbb # سناب_عثمانِ # سناب_بلسpic.twitter.com/A26DeOG2cR,2018-02-23 15:14:40,0,0,0.0,1.0,0.0,0.0
I’ve gone so long without this shit ass Snapchat update and it’s now decided to enter my life,2018-02-23 15:14:40,0,1,0.0,0.719,0.281,0.7395
"As if my Snapchat just updated itself, thought I’d gotten away with it but clearly not.....",2018-02-23 15:14:40,0,1,0.0,0.809,0.191,0.5499
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:14:37,0,0,0.0,0.75,0.25,0.6514
Snapchat sucks,2018-02-23 15:14:36,0,0,0.714,0.286,0.0,-0.3612
@ TeannaTrump we miss you on Snapchat,2018-02-23 15:14:34,0,0,0.242,0.758,0.0,-0.1531
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:14:33,0,0,0.0,0.75,0.25,0.6514
Bruh y’all ratings at all time low.... change it back @ Snapchat y’all pride telling y’all not to change it back,2018-02-23 15:14:32,0,0,0.0,0.888,0.112,0.34
,2018-02-23 15:14:32,0,0,0.0,1.0,0.0,0.0
What’s your Snapchat? — aí que bilíngue Hermarying https://curiouscat.me/MaryRodriguexs/post/334014699?1519427591 …,2018-02-23 15:14:31,0,0,0.0,1.0,0.0,0.0
"Ay hija, ya todos sabemos que eres una perra sin necesidad del filtro del # Snapchat",2018-02-23 15:14:27,0,0,0.205,0.795,0.0,-0.5574
حمل الاصداار الجديد 2018 من سنااااب عثمان Snapchat 2018 محدث للغة العربية “سناب بلس” رابــط للايفون >>> http://goo.gl/JrfrxT  مـــع الشـــــرح بالفيديـــــــو// راااابــط الجالكسي >>>http://goo.gl/n4rZbb # سناب_عثمانِ # سناب_بلسpic.twitter.com/UxbMEDv6CE,2018-02-23 15:14:27,0,0,0.0,1.0,0.0,0.0
Add PhoenixRoar on snapchat to follow tonight's Kpop event!,2018-02-23 15:14:26,0,0,0.0,1.0,0.0,0.0
mine did to snapchat wtf you doing we just want the old version back @ Snapchat https://twitter.com/angelrenee__/status/967175181667110913 …,2018-02-23 15:14:25,2,2,0.199,0.733,0.068,-0.5423
Snapchat lol,2018-02-23 15:14:23,0,1,0.0,0.263,0.737,0.4215
on a serious note if anyone wants to help a gal out pls snapchat me n give me ur opinions !!!!!,2018-02-23 15:14:23,0,0,0.061,0.699,0.241,0.5951
i’ve said it once and i’ll say it again the story button is WAY too close to the save button on snapchat,2018-02-23 15:14:22,0,5,0.0,0.868,0.132,0.4939
Hey @ Snapchat just change it back already. https://twitter.com/uberfacts/status/966819285036224512 …,2018-02-23 15:14:21,0,0,0.0,1.0,0.0,0.0
Kung gusto mong gumanda mag snapchat ka!! pic.twitter.com/bkgmLSjCBk,2018-02-23 15:14:19,0,0,0.0,1.0,0.0,0.0
My Snapchat just updated :(,2018-02-23 15:14:18,0,0,0.42,0.58,0.0,-0.4404
OwO what’s this? A selfie without a Snapchat filter pic.twitter.com/Twr5h9J6SK,2018-02-23 15:14:16,8,64,0.0,1.0,0.0,0.0
حمل الاصداار الجديد 2018 من سنااااب عثمان Snapchat 2018 محدث للغة العربية “سناب بلس” رابــط للايفون >>> http://goo.gl/JrfrxT  مـــع الشـــــرح بالفيديـــــــو// راااابــط الجالكسي >>>http://goo.gl/n4rZbb # سناب_عثمانِ # سناب_بلسpic.twitter.com/Po6sh2miiD,2018-02-23 15:14:13,0,0,0.0,1.0,0.0,0.0
whats is rockys snapchat name?,2018-02-23 15:14:13,0,0,0.0,1.0,0.0,0.0
@ erinlimofficial I didn’t know you had snap chat I only saw you on the @ SportsCenter one once,2018-02-23 15:14:12,0,0,0.0,1.0,0.0,0.0
ضيفوني سناب المتعه سنابي : LOST690 تومبوي جامعه سنابيون SNAPCHAT كيك الكيك لاين تحرر طفشانه طفش طفشان فستان مكياج ميك بارتي سكس منحرف BBM,2018-02-23 15:14:11,0,0,0.0,1.0,0.0,0.0
So is this the new Snapchat everyone is complaining about or has mine not updated yet? Cus it's looked like this basically since I reinstalled it lmao pic.twitter.com/vaZq1hFzGy,2018-02-23 15:14:10,0,0,0.056,0.745,0.199,0.6808
Watching SnapChat map on my laptop is a new level of procrastination.,2018-02-23 15:14:08,0,0,0.0,1.0,0.0,0.0
I would do a Snapchat makeup tutorial but with this update I don’t even know if y’all would see it smh,2018-02-23 15:14:05,0,0,0.148,0.852,0.0,-0.4497
I don’t have my Snapchat notifications on and it takes me forever to reply,2018-02-23 15:14:03,0,0,0.0,1.0,0.0,0.0
snapchat is ugly I agree,2018-02-23 15:14:02,0,1,0.423,0.256,0.321,-0.2023
Snapchat updated again yall,2018-02-23 15:14:02,0,1,0.0,1.0,0.0,0.0
"Maria and I have been internet friends for 2 years today and this bitch is not even on Twitter or Instagram , she really gonna make me download Snapchat again so I can reminder her ... pic.twitter.com/1PHLgxVSbF",2018-02-23 15:14:00,0,4,0.117,0.803,0.08,-0.34
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:13:59,0,0,0.0,0.75,0.25,0.6514
"I literally never go on Snapchat now, I don’t even open the app.",2018-02-23 15:13:58,0,0,0.0,1.0,0.0,0.0
Snap chat making moves again,2018-02-23 15:13:58,0,0,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:13:56,0,0,0.0,0.75,0.25,0.6514
Fire everybody at snapchat just fire everybody!!,2018-02-23 15:13:55,0,0,0.518,0.482,0.0,-0.658
حمل الاصداار الجديد 2018 من سنااااب عثمان Snapchat 2018 محدث للغة العربية “سناب بلس” رابــط للايفون >>> http://goo.gl/JrfrxT  مـــع الشـــــرح بالفيديـــــــو// راااابــط الجالكسي >>>http://goo.gl/n4rZbb # سناب_عثمانِ # سناب_بلسpic.twitter.com/Q8axYE3ebX,2018-02-23 15:13:54,0,0,0.0,1.0,0.0,0.0
My dad wants to see my grades and I am scared because he is going to hit me and take my phone away and I’m going to lose some very good prevlages and im going to lose my streaks on Snapchat,2018-02-23 15:13:53,0,1,0.175,0.758,0.067,-0.6258
Follow me on Snapchat @fonda_4ever,2018-02-23 15:13:52,0,0,0.0,1.0,0.0,0.0
My Snapchat finally updated today I can at least say I lasted longer than most,2018-02-23 15:13:50,0,2,0.0,1.0,0.0,0.0
I was thinking about going to canes but someone on my Snapchat posted a picture of the line and and it’s literally like 20 cars long,2018-02-23 15:13:49,0,0,0.0,0.876,0.124,0.5023
¿Uso Snapchat?,2018-02-23 15:13:49,0,0,0.0,1.0,0.0,0.0
Swear that 1% lasts forever until you click on snapchat,2018-02-23 15:13:47,0,24,0.118,0.882,0.0,-0.0516
"Updated my snapchat and got all the cool new features, but the format for the stories and my individual snaps stayed the same talk about lucky",2018-02-23 15:13:46,0,4,0.0,0.818,0.182,0.6542
Fuck you Snapchat,2018-02-23 15:13:44,0,0,0.636,0.364,0.0,-0.5423
Lol me too I’m always posting snaps too. It’s mainly phora music tbh haha add me on the Snapchat,2018-02-23 15:13:43,0,1,0.0,0.746,0.254,0.7003
Add me on snapchat dalia_elghandur,2018-02-23 15:13:42,0,0,0.0,1.0,0.0,0.0
Thank you Snapchat!! Now it’s easier for me to peep but not see,2018-02-23 15:13:40,0,1,0.0,0.722,0.278,0.4997
"Se eu disser que saí do snapchat ( mas não saí ), quantos $ o app perderia?! Acredito que um total de 0 dinheiros.",2018-02-23 15:13:39,0,0,0.0,1.0,0.0,0.0
حمل الاصداار الجديد 2018 من سنااااب عثمان Snapchat 2018 محدث للغة العربية “سناب بلس” رابــط للايفون >>> http://goo.gl/JrfrxT  مـــع الشـــــرح بالفيديـــــــو// راااابــط الجالكسي >>>http://goo.gl/n4rZbb # سناب_عثمانِ # سناب_بلسpic.twitter.com/dqEP7feBfq,2018-02-23 15:13:36,0,0,0.0,1.0,0.0,0.0
