text,date,retweets,favorites,negative,neutral,positive,compound
Y’all forgot something @ Snapchat pic.twitter.com/MkE6xsy4qE,2018-02-23 15:59:40,0,0,0.0,1.0,0.0,0.0
I love how Snapchat has comic sans as a font cause that's all I'm gonna use from now on,2018-02-23 15:59:39,0,3,0.0,0.792,0.208,0.6369
Didn’t Snapchat say they’ll reverse this freaking update ?,2018-02-23 15:59:38,0,1,0.317,0.683,0.0,-0.5023
Thanks to SnapChat I cant slide half way over to look at a message,2018-02-23 15:59:38,0,6,0.0,0.791,0.209,0.4404
Snapchat pissing me off with these updates,2018-02-23 15:59:36,0,0,0.31,0.69,0.0,-0.4019
Anyone wanna start a Snapchat streak,2018-02-23 15:59:35,0,3,0.0,1.0,0.0,0.0
When its friday night and your friends wont text you back. Then you see them on snapchat all… https://www.instagram.com/p/BfjvrEuAu_g/,2018-02-23 15:59:32,0,0,0.0,0.853,0.147,0.4767
The update of the snapchat update isn’t too bad.,2018-02-23 15:59:31,0,0,0.304,0.696,0.0,-0.5423
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:59:30,0,0,0.0,0.75,0.25,0.6514
My Snapchat finally updated & I have a reason to delete the app now,2018-02-23 15:59:29,0,0,0.0,1.0,0.0,0.0
My damn Snapchat done finally update it damn self,2018-02-23 15:59:28,0,0,0.435,0.565,0.0,-0.6597
"Crisis workers from a South Florida mental health facility were called in 2016 to hold alleged gunman Nikolas Cruz for a psychiatric evaluation after he sent out a Snapchat video in which he cut his arms and said he wanted to buy a gun, according to a mental health report.",2018-02-23 15:59:27,0,0,0.17,0.83,0.0,-0.8225
i was going through my snapchat memories and came across videos of someone that i don’t talk to anymore and miss and i started crying lol,2018-02-23 15:59:27,0,2,0.171,0.727,0.102,-0.2263
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:59:27,0,0,0.0,0.75,0.25,0.6514
where are them red checkered pants from you had on in your snapchat story?,2018-02-23 15:59:26,1,20,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:59:25,0,0,0.0,0.75,0.25,0.6514
"My social media’s going thru changes. Go follow all the noise. Whether it’s Facebook, Twitter, Instagram, Snapchat, Tumblr, SoundCloud, q se yo, go follow @ ZayyOrtiz on all these platforms. They all getting the work. # iMakeItEasyForYou # QuitLurking # HitThatFollow",2018-02-23 15:59:22,0,0,0.0,1.0,0.0,0.0
The one thing about the snap chat update is that it probably has all the local “public figures” feeling all types of important being able to post their stories on public,2018-02-23 15:59:18,0,0,0.0,0.898,0.102,0.3182
I love you both,2018-02-23 15:59:18,0,1,0.0,0.323,0.677,0.6369
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:59:16,0,0,0.0,0.75,0.25,0.6514
@ Snapchat stop updating! I just got used to it and now I can’t see anyone’s stories anymore # snapchatupdate,2018-02-23 15:59:14,0,0,0.142,0.858,0.0,-0.3595
I’ve downloaded Snapchat again thinking there must be a way to delete stories from the rag from it can anyone help? # snapchat,2018-02-23 15:59:14,0,0,0.0,0.881,0.119,0.4019
Que para el orto me esta andando snapchat,2018-02-23 15:59:14,0,0,0.0,1.0,0.0,0.0
Um okay so snapchat lets the other person know that you’ve recoded the snap like I’m gonna cry,2018-02-23 15:59:13,0,0,0.138,0.667,0.196,0.0772
Just installed the new @ Snapchat update andddddd it still sucks,2018-02-23 15:59:12,8,72,0.217,0.783,0.0,-0.3612
"So I've just been schooled by a teenager that I'm using Snapchat wrong. I didn't realize when you get a snap you're supposed to respond back with a snap instead of writing a message back. Apparently, I'm old",2018-02-23 15:59:12,0,1,0.088,0.912,0.0,-0.4767
"Crisis workers from a South Florida mental health facility were called in 2016 to hold alleged gunman Nikolas Cruz for a psych eval after he sent out a Snapchat video in which he cut his arms and said he wanted to buy a gun, https://www.nbcnews.com/news/us-news/social-media-post-led-florida-agency-investigate-nikolas-cruz-2016-n849221 …",2018-02-23 15:59:12,0,0,0.185,0.815,0.0,-0.8225
My snapchat updated today and this is horrible,2018-02-23 15:59:11,0,0,0.333,0.667,0.0,-0.5423
El tuit de la celebridad estadounidense Kylie Jenner que le costó US$1.500 millones a Snapchat http://bbc.in/2HHsz02 pic.twitter.com/HSEfUYrV7n,2018-02-23 15:59:07,7,14,0.0,1.0,0.0,0.0
El tuit de la celebridad estadounidense Kylie Jenner que le costó US$1.500 millones a Snapchat http://bbc.in/2HFcgAV pic.twitter.com/OBz0eBijdS,2018-02-23 15:59:07,5,5,0.0,1.0,0.0,0.0
"Subito dopo il tweet di # KylieJenner, le azioni di # Snapchat hanno iniziato a scendere, e sono calate del 6%. # DarioTamburello # InstaGroundhttps://twitter.com/socialmedia2day/status/967145850915889154 …",2018-02-23 15:59:06,0,4,0.0,1.0,0.0,0.0
"Snapchat, please stop updating",2018-02-23 15:59:04,0,1,0.338,0.308,0.354,0.0258
I really don't even fw Snapchat no more.,2018-02-23 15:59:04,3,0,0.268,0.732,0.0,-0.296
My Snapchat updated today,2018-02-23 15:59:04,2,6,0.0,1.0,0.0,0.0
# سهيله_بن_لشهب # ليك_منوليش https://youtu.be/HL2sw7fGuw8 # snapchat souhilasaho.94b # Loops Souhila Ben Lachhab ID : 1165532 # Instagram https://www.instagram.com/souhilaofficial/ … # Facebook https://www.facebook.com/SuhilaBnLachhab/ … # SouhilaBenLachhab # Algerie # Lik_Manwalich_10Mpic.twitter.com/f2cTYJoMAs,2018-02-23 15:58:59,32,41,0.0,1.0,0.0,0.0
"With 1 Tweet, Kylie Jenner Cut $1.3 Billion From Snapchat. Here's the Explanation Everyone's Missing... https://buff.ly/2EQatHI  via @ BillMurphyJr (I still think some hedge fund who was short SNAP stock paid her...)",2018-02-23 15:58:54,1,2,0.068,0.932,0.0,-0.2732
"Animated Stories Kit // Instagram, Snapchat, Facebook Download: https://goo.gl/eVCFB6 http://youtu.be/GS7lA_3It9M?a",2018-02-23 15:58:54,0,0,0.0,1.0,0.0,0.0
"Snapchat: “Hm, people don’t seem to like our new update” Uber: “hold my beer” https://twitter.com/fox2news/status/967168895210663936 …",2018-02-23 15:58:52,4,33,0.0,0.848,0.152,0.3612
My fucking Snapchat updated,2018-02-23 15:58:51,0,0,0.0,1.0,0.0,0.0
"I added a video to a @ YouTube playlist http://youtu.be/GS7lA_3It9M?a  Animated Stories Kit // Instagram, Snapchat, Facebook",2018-02-23 15:58:51,0,0,0.0,1.0,0.0,0.0
Thought this day would never come but my Snapchat finally updated itself to the newest version,2018-02-23 15:58:48,0,2,0.0,1.0,0.0,0.0
Awwwwww cute picture of you two,2018-02-23 15:58:48,0,1,0.0,0.625,0.375,0.4588
بتصير جوا ال snapchat لما تكون بدك تعمل screenshot لسناب بس بتطلع قصيرة و ما بتلحق فبتعمل screenshot على الي بعدهاا بالغلط,2018-02-23 15:58:47,0,0,0.0,1.0,0.0,0.0
My Snapchat updated today pic.twitter.com/18NYdP30Bk,2018-02-23 15:58:42,0,0,0.0,1.0,0.0,0.0
"Les gens qui mendient des likes sur snapchat pour leurs photos insta, elle est passée où votre estime de soi? mdrr",2018-02-23 15:58:42,0,0,0.0,0.877,0.123,0.4215
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:58:41,0,0,0.0,0.75,0.25,0.6514
*upstairs working with the door shut* *boyfriend on couch downstairs* me: “That better not be bitches I hear coming from your snapchat not in my house gtfoh” boyfriend: *silence*,2018-02-23 15:58:41,1,14,0.0,0.811,0.189,0.7224
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:58:41,0,0,0.0,0.75,0.25,0.6514
snapchat tryin to up theeir game after that horrible update and kylie saying she doesn’t use the app anymore lmaooo,2018-02-23 15:58:39,0,0,0.156,0.844,0.0,-0.5423
Snapchat and Fergie must have the same advisorsory panel. # Snapchat,2018-02-23 15:58:39,0,0,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:58:37,0,0,0.0,0.75,0.25,0.6514
Did Snapchat seriously update again?,2018-02-23 15:58:35,0,1,0.298,0.702,0.0,-0.1779
"In today’s world we don’t talk to figure thing out. We go to twitter to see how you’re feeling, Snapchat to see what you’re doing. Like god for bid we have a real conversation about how you’re doing. Stop leaving hints on your social media page",2018-02-23 15:58:35,0,5,0.045,0.832,0.124,0.4404
"if I see one more ""#1 victory royale"" on snapchat...",2018-02-23 15:58:34,0,6,0.0,1.0,0.0,0.0
"all these COD’s getting remastered, but how about snapchat https://twitter.com/ladbible/status/967062386183213056 …",2018-02-23 15:58:32,0,0,0.0,1.0,0.0,0.0
Cada vez son mas chotas las actualizaciones de snapchat.,2018-02-23 15:58:31,0,0,0.0,1.0,0.0,0.0
"Snapchat don’t think it’s all cool because people stopped talking about this Update! It’s still wack, FIX THIS BLASPHEMY!!",2018-02-23 15:58:31,0,1,0.086,0.77,0.144,0.3129
Noooooo my snapchat finally updated automatically,2018-02-23 15:58:30,0,0,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:58:30,0,0,0.0,0.75,0.25,0.6514
"Alkollüylej whatsaap,instagram’snapchat gibi sosyal meydaya girişlerim yasaklansın",2018-02-23 15:58:29,0,2,0.0,1.0,0.0,0.0
So like is Snapchat fixing this update or ??,2018-02-23 15:58:29,0,2,0.0,0.717,0.283,0.4859
Loving the Snapchat update! @ Snapchat,2018-02-23 15:58:27,0,0,0.0,0.488,0.512,0.636
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:58:27,0,0,0.0,0.75,0.25,0.6514
Snap is literally dead now no one likes this fucking update @ Snapchat can you please take it back,2018-02-23 15:58:26,0,0,0.254,0.547,0.199,-0.34
I like to think when I was holding signs on the corner as a job I was part of a lot people’s snap chat stories,2018-02-23 15:58:26,0,1,0.0,0.884,0.116,0.3612
The original Snapchat https://twitter.com/jaredhixx/status/967082843246661633 …,2018-02-23 15:58:26,0,0,0.0,0.566,0.434,0.3182
Since Snapchat wants to act up with the new update I’ll switch back to Twitter washhhhhhh popnnn,2018-02-23 15:58:25,0,2,0.0,1.0,0.0,0.0
And did you see what she did to Snapchat?,2018-02-23 15:58:23,0,0,0.0,1.0,0.0,0.0
DONT call me or video chat me on Snapchat or Facebook if you don’t know me .,2018-02-23 15:58:23,1,0,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:58:22,0,0,0.0,0.75,0.25,0.6514
Imy,2018-02-23 15:58:19,1,1,0.0,1.0,0.0,0.0
My snap updated again and now i can’t move the blue square to read the part of conversation w/o the person seeing i opened it WTF MAN THAT WAS MY GO TO WHEN I WANTED TO READ THE MESSAGE BUT DIDNT WANNA SNAPCHAT SOMEONE BACK RIGHT AWAY,2018-02-23 15:58:19,8,24,0.06,0.94,0.0,-0.415
Y’all my Snapchat finally updated like just right now,2018-02-23 15:58:18,0,0,0.0,0.762,0.238,0.3612
Why Maybelline deleted a tweet about abandoning Snapchat for Instagram - Mashable http://ift.tt/2GEswAY # SnapChat,2018-02-23 15:58:18,0,0,0.191,0.809,0.0,-0.3818
Made it this long but damn my Snapchat updated,2018-02-23 15:58:16,0,0,0.307,0.693,0.0,-0.5499
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:58:13,0,0,0.0,0.75,0.25,0.6514
Why you dont change your version @ Snapchat,2018-02-23 15:58:08,0,0,0.0,1.0,0.0,0.0
# Snapchat pic.twitter.com/Rab04a9aQS,2018-02-23 15:58:06,0,0,0.0,1.0,0.0,0.0
Snapchat puts out an update: still can’t respond to streaks without scrolling down 10 miles,2018-02-23 15:58:05,0,1,0.0,1.0,0.0,0.0
The temptation to delete snapchat is unreal... it’s so confusinnnnnnnggg!,2018-02-23 15:58:04,0,6,0.0,1.0,0.0,0.0
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:58:03,0,0,0.0,0.75,0.25,0.6514
never got snapchat update i giggled,2018-02-23 15:58:03,0,11,0.0,0.615,0.385,0.3612
From # KylieJenner rocking Snapchat's world to Facebook's new List posts. Catch up on all things social here: http://fal.cn/44HD # smm # socialmediapic.twitter.com/heNArk45Go,2018-02-23 15:57:58,0,1,0.0,1.0,0.0,0.0
"Paar filmpjes en/of foto’s snap ik hoor. Maar de meid naast me bij Kendrick Lamar concert heeft alléén maar Snapchat, Facebook en Instagram open gehad voor filmpjes. Ik weet niet of ze uberhaupt naar hem heeft gekeken ipv haar telefoon. Best sad.",2018-02-23 15:57:57,0,0,0.066,0.846,0.089,0.2732
It occurred to me when I woke up in the middle of the night that AR’s killer app will be for wearing avatars IRL . Especially great during company meetings and stand ups or just visiting the local supermarket. Think Snapchat filters + deep fakes + game avatars.,2018-02-23 15:57:55,1,0,0.135,0.781,0.084,-0.4033
ACCURATE. Pretty sure I got the real live footage of us giggin to P-lo somewhere in my Snapchat library thooooo ahaha,2018-02-23 15:57:55,0,1,0.0,0.766,0.234,0.6705
"Me: Oh look, @ caitylotz posted a new snap! My silly girl: SHE HAS SNAPCHAT?!!! *spills vodka all over the table as she comes running*",2018-02-23 15:57:53,0,52,0.0,0.907,0.093,0.3111
Well... my Snapchat just updated,2018-02-23 15:57:49,0,0,0.0,1.0,0.0,0.0
Hilarious when a boy Snapchat’s u everything except the vids and pics of their bird they’ve uploaded to their story anyway... snakes don’t hiss,2018-02-23 15:57:47,0,6,0.0,0.886,0.114,0.4019
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:57:45,0,0,0.0,0.75,0.25,0.6514
"i honestly think snapchat memories could be one of my favourite things, if i’m doing nothing else i’m scrolling through them",2018-02-23 15:57:41,1,11,0.0,0.864,0.136,0.4588
I love it when people view my Snapchat of story but can't text me back,2018-02-23 15:57:36,0,1,0.0,0.833,0.167,0.3818
So I deleted snap chat and IG and just been texting ppl instead and it’s the best decision I’ve made this year. Like why did we ever stop texting?,2018-02-23 15:57:36,1,3,0.065,0.737,0.198,0.6705
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:57:35,0,0,0.0,0.75,0.25,0.6514
"No phone at the moment till I get things switched over. Hit me on FB, Twitter, Snapchat, or IG to get ahold of me.",2018-02-23 15:57:34,0,0,0.091,0.909,0.0,-0.296
snapchat finally got my ass.,2018-02-23 15:57:33,0,0,0.467,0.533,0.0,-0.5423
lol snapchat updated again but now I can’t get into blue chat r they actually nuts,2018-02-23 15:57:30,0,0,0.175,0.712,0.113,-0.2617
Couple weeks late buddy,2018-02-23 15:57:28,0,2,0.0,1.0,0.0,0.0
FUCK OFF CAN’T EVEN SLYLY CHECK WHAT PEOPLE SEND YOU ON SNAPCHAT ANYMORE WITHOUT FULLY OPENING THE MESSAGES,2018-02-23 15:57:28,0,2,0.171,0.829,0.0,-0.5423
I was on Snapchat story thing and was watching someone the gun debate ones. And this bitch said “take away the guns that they kill people with and maybe it’ll stop. Logic people” pic.twitter.com/EkHHIgg5ve,2018-02-23 15:57:26,0,0,0.322,0.678,0.0,-0.93
When you have auto-update off and Snapchat decides to update itself anyway. pic.twitter.com/JueePNjrnJ,2018-02-23 15:57:25,0,0,0.0,1.0,0.0,0.0
"Sent my mom a Snapchat of me after walking to the store in the snow and she said I still looked handsome in ten degree weather so uh, ladies, try not to all line up at once.",2018-02-23 15:57:21,0,0,0.0,0.914,0.086,0.4939
snapchat está tan mierda que ni ganas de subir y ver snaps me dan,2018-02-23 15:57:20,12,2,0.0,1.0,0.0,0.0
My Snapchat finally updated and I’m fucking devastated,2018-02-23 15:57:19,1,7,0.38,0.62,0.0,-0.6478
The power of influencers – Kylie Jenner wipes $1.3 billion off of Snapchat’s market value http://rvhenderson.com/2018/02/23/the-power-of-influencers-kylie-jenner-wipes-1-3-billion-off-of-snapchats-market-value/ …pic.twitter.com/XOt3RoycB1,2018-02-23 15:57:19,0,0,0.0,1.0,0.0,0.0
Soooo snapchat has changed again,2018-02-23 15:57:13,0,1,0.0,1.0,0.0,0.0
I stay confused with the Snapchat update,2018-02-23 15:57:10,1,0,0.315,0.685,0.0,-0.3182
"I'm so glad I stopped using Snapchat 2 years ago cus now I'm just over here like ""what update""",2018-02-23 15:57:07,0,8,0.099,0.637,0.264,0.5595
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:57:06,0,0,0.0,0.75,0.25,0.6514
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:57:04,0,0,0.0,0.75,0.25,0.6514
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:57:04,0,0,0.0,0.75,0.25,0.6514
snap is so fucking stupid man the new update is even worse than before @ Snapchat,2018-02-23 15:57:00,2,0,0.352,0.648,0.0,-0.7947
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:57:00,0,0,0.0,0.75,0.25,0.6514
if u dapper chasa masa tamar put ya heads together u am could make that relevant British classic drug lad film instead of playing safe with the comedy horror! The characters on ya snapchat druggy John the bird in Australia! No auditions are needed! The film writes itself!,2018-02-23 15:56:59,0,1,0.107,0.742,0.151,0.3544
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:56:59,0,0,0.0,0.75,0.25,0.6514
I was holding on so strong with the OG Snapchat & I’m sad to say they finally got me and now my Snapchat is complete shit,2018-02-23 15:56:58,0,13,0.21,0.657,0.133,-0.3525
Yo if you’re gonna hit a cig or a blunt in your Snapchat stories actually hit that shit poser,2018-02-23 15:56:57,1,10,0.184,0.816,0.0,-0.5574
"Thought snapchat fixed the stories and now I keep accidentally scrolling onto them from my chats,sym @ Snapchat",2018-02-23 15:56:52,0,3,0.138,0.862,0.0,-0.34
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:56:46,0,0,0.0,0.75,0.25,0.6514
Snapchat finally got my ass,2018-02-23 15:56:44,0,0,0.467,0.533,0.0,-0.5423
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:56:44,0,0,0.0,0.75,0.25,0.6514
# DailyDenny is jam packed today. Kylie Jenner cost Snapchat investors $$$... Tina Fey brings 'Mean Girls' to Broadway... and @ courtney_tezeno chats with Tessa Thompson about that AMAZING Janelle Monae videohttps://youtu.be/pya6G1gVxKo,2018-02-23 15:56:43,1,8,0.0,0.865,0.135,0.6739
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:56:43,0,0,0.0,0.75,0.25,0.6514
"My Snapchat finally updated and I am actually pissed, it was fun being on Snapchat while it lasted",2018-02-23 15:56:39,0,3,0.187,0.667,0.147,-0.2263
Can we still hate @ Snapchat still hate the new format,2018-02-23 15:56:39,0,1,0.481,0.519,0.0,-0.8126
Snapchat’s new update is you telling someone to fix the broken car and they get a bicycle,2018-02-23 15:56:37,0,1,0.171,0.829,0.0,-0.4767
"My phone finally got the Snapchat update, I now understand why people hate it",2018-02-23 15:56:35,0,1,0.236,0.764,0.0,-0.5719
snapchat si no tenía a molusco antes........ QUE TE HACE PENSAR Q ME INTERESAN SUS SNAP AHORA? # Fuckingupdate,2018-02-23 15:56:34,0,1,0.128,0.872,0.0,-0.296
I got really mad at Snapchat becasue after I finished watching @ JeffreeStar cute little airport escapades it automatically started showing me Laura Lee.. # nottodaysatan,2018-02-23 15:56:33,0,0,0.132,0.755,0.113,-0.1263
My Snapchat just now updated and I wanna cry,2018-02-23 15:56:33,0,1,0.307,0.693,0.0,-0.4767
My Snapchat finally updated. Idk why everyone is so upset. It's not even bad. Embrace change & find a new hobby besides living on social media,2018-02-23 15:56:32,0,0,0.227,0.676,0.096,-0.4364
Wow my Snapchat just updated. I'm shook.,2018-02-23 15:56:31,0,2,0.137,0.49,0.373,0.5267
my snapchat updated so that’s over now pic.twitter.com/mcm8gR2499,2018-02-23 15:56:28,0,1,0.0,1.0,0.0,0.0
pic.twitter.com/V6xnW6zNHu,2018-02-23 15:56:26,0,0,0.0,1.0,0.0,0.0
"I swear everyone who has me on Snapchat always message me saying how funny I am , I know this I’m just glad y’all finally see it too",2018-02-23 15:56:22,0,1,0.043,0.747,0.21,0.6908
"Damn, I thought Snapchat was going to be huge. They have great people at the top, but once Facebook stole stories and put them into all their apps it was over.",2018-02-23 15:56:20,0,0,0.055,0.777,0.167,0.4118
Chronological order on insta and the original Snapchat https://twitter.com/JaredHixx/status/967082843246661633 …,2018-02-23 15:56:14,0,5,0.0,0.777,0.223,0.3182
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:56:11,0,0,0.0,0.75,0.25,0.6514
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:56:09,0,0,0.0,0.75,0.25,0.6514
Either ya just slow or dumb .. this snap chat update is not difficult...,2018-02-23 15:56:08,0,3,0.202,0.798,0.0,-0.5106
@ Snapchat @ snapchatsupport we didn’t ask for another update... we asked for the old sc back!!!,2018-02-23 15:56:08,0,0,0.0,1.0,0.0,0.0
"Oh Frank, I don't usually say this to friends but you need a snapchat filter. # NintendoSwitchpic.twitter.com/iN7C38MjxB",2018-02-23 15:56:07,0,5,0.0,0.864,0.136,0.2617
Never will understand y ppl put up videos of others getting sick on snapchat,2018-02-23 15:56:07,1,30,0.216,0.784,0.0,-0.5106
@ Snapchat thanks for the update :( my phone just barely got the update today. It is horrible. Guess I’ll be using Instagram stories now. # snapchatupdate # newupdatesucks # baddesign,2018-02-23 15:56:06,0,0,0.192,0.721,0.087,-0.5423
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:56:04,0,0,0.0,0.75,0.25,0.6514
Le gustan mi sandalias de color rosao  Porque con su ropa interior habían combinao... El segundo por Snapchat están pa´ decir waaaao  Negra de donde salió todo ese tumbao... pic.twitter.com/5haj3cTtLT,2018-02-23 15:56:04,0,1,0.0,1.0,0.0,0.0
Snapchat is so annoying. I can’t deal,2018-02-23 15:56:01,0,0,0.411,0.589,0.0,-0.541
I'm using Snap + for Snapchat to add new features to Snapchat for FREE! http://beta.unlimapps.com/share/com.abcapps.snapplus/ …,2018-02-23 15:56:00,0,0,0.0,0.75,0.25,0.6514
Snapchat ajuda polícia norte-americana a solucionar crime ligado a drogas https://goo.gl/fb/bxNC5z,2018-02-23 15:55:59,0,0,0.304,0.696,0.0,-0.5423
‘Selena Gomez Dropping NEW Music?! — Kylie Jenner DESTROYS Snapchat (DHR) http://www.justhollywood.net/selena-gomez-dropping-new-music-kylie-jenner-destroys-snapchat-dhr/ …,2018-02-23 15:55:58,0,0,0.316,0.684,0.0,-0.6833
If you chat to me on Snapchat prepare to have gifs sent in every single snap from now on pic.twitter.com/NaP76fJadq,2018-02-23 15:55:55,0,5,0.0,1.0,0.0,0.0
Ese momento en que te das cuenta de por qué la gente se quejaba de la actualización de Snapchat...donde quedó la historia,2018-02-23 15:55:53,0,2,0.0,1.0,0.0,0.0
"My Snapchat story currently consists of me sitting in traffic for two hours and I don't even care, how else am I supposed to keep my self entertained?",2018-02-23 15:55:53,0,6,0.09,0.818,0.092,0.0186
I don’t know how to watch anyone’s Snapchat stories lol now I see why everyone was mad lol,2018-02-23 15:55:52,0,0,0.147,0.596,0.257,0.34
Snapchat on some LAME shit,2018-02-23 15:55:49,0,1,0.704,0.296,0.0,-0.7983
I love it how people are saying that @ StevoTheMadMan buys his Snapchat followers. Really???!! Bruh we should be paying him for the content he give us!!!! # getthefuckouttahere # hatersgonnahate # spartan,2018-02-23 15:55:46,0,0,0.0,0.82,0.18,0.785
"My Snapchat just updated (without my consent)....and of course, I don’t like it",2018-02-23 15:55:46,0,0,0.0,0.815,0.185,0.3612
"Comprar películas piratas es el pasado, ahora las puedes ver completas por snapchat",2018-02-23 15:55:44,2,8,0.0,1.0,0.0,0.0
Update: my Snapchat just updated and I want to delete the app now https://twitter.com/official_eddie9/status/962042569164124161 …,2018-02-23 15:55:42,0,0,0.0,0.902,0.098,0.0772
